SMILES,MLM_Pred,HLM_Pred
Cc1ccc(N/C=C/C=C/C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc1,17.32,23.68
[C]N1C(=O)C(=[C]/[C]=[C]/c2ccc(N([C])[C])cc2)C(=O)N([C])C1=S,36.96,35.24
CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,28.57,39.15
CC[n+]1c(/C=C/C=C/C=C/Nc2ccc(C)cc2)sc2ccccc21,18.48,31.53
CN1C=C/C(=C\C=C\C=N\c2ccc(C(=O)O)cc2)c2ccccc21,60.77,82.88
CN1/C(=C\C=C2/CCc3c2cc(-c2ccccc2)[o+]c3-c2ccccc2)C(C)(C)c2ccccc21,46.99,67.5
[C]C1([C])[C]C([C]=[C]c2ccc(N(c3ccccc3)c3ccccc3)cc2)=[C]C(=C(C#N)C#N)[C]1,35.93,49.03
CN(C)c1ccc(/C=C/c2cc(C(C)(C)C)[s+]c(C(C)(C)C)c2)cc1,37.78,56.96
CN(C)/C=C/C=C/C=C/C(=O)C1CCC/C(=C\C=C\C=C\N(C)C)C1=O,31.71,50.58
O=C1/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C=C(c2ccccc2)N1c1ccc(Nc2ccccc2)cc1,50.22,72.85
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,62.16,68.72
CCCCn1c(=CC2=C([O-])/C(=C/C3=[N+](CCCC)c4cccc5cccc3c45)C2=O)c2cccc3cccc1c32,36.95,51.09
CN(C)c1ccc(/C=C/C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc1,13.63,16.1
CC(=O)N(/C=C\C=C\C=C1/Sc2ccccc2C1=O)c1ccccc1,24.56,34.72
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,19.07,29.36
CN(C)c1ccc(-c2cc(-c3ccc([N+](=O)[O-])cc3)[nH]n2)cc1,38.48,48.34
O=C1/C(=C\C=C\c2ccco2)CC/C1=C\C=C\c1ccco1,26.79,43.91
[C]N([C])c1ccc([C]=[C]C2=[C]C(=C(C#N)C#N)[C]C([C])([C])[C]2)cc1,31.07,37.83
[C][C][N]c1ccc(C(=C2[C][C]C(=[N+]([C][C])[C][C])[C][C]2)c2ccc(N([C][C])[C][C])cc2)c2ccccc12,45.69,60.42
CCN1/C(=C\C=C\C=C\c2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,25.96,39.81
COC(=O)c1c(O)cccc1/C=C/C=C/C=C/C=C/C=C/C=C/c1cccc(O)c1C(=O)OC,38.48,50.93
CC[n+]1c(/C=C/C=C/C=C/N(C)c2ccccc2)sc2c(C)c(C)sc21,14.89,20.04
O=c1c2ccc3c(=O)n4c5cccc6cccc(nc4c4ccc(c2c34)c2nc3cccc4cccc(c43)n12)c65,42.24,68.24
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,73.99,78.47
O=[N+]([O-])c1ccc(C=C2CCC(C=NN=Cc3ccco3)=C2N2CCOCC2)cc1,45.42,57.37
O=C1/C(=C\C=C\c2ccco2)CC/C1=C/C=C/c1ccco1,29.65,47.61
O=S(=O)([O-])CCCN1C(=CC2=CC(=C3CCC[n+]4c3sc3ccccc34)CCC2)Sc2ccccc21,18.93,23.91
C1=C/C2=C(\c3ccncc3)c3ccc4n3[Cu]n3/c(cc/c3=C(\c3ccncc3)C3=N/C(=C\4c4ccncc4)C=C3)=C(/c3ccncc3)C1=N2,55.23,76.76
CC1=C(C=C2Sc3ccccc3N2C)CCC1=Cc1sc2ccccc2[n+]1C,19.37,27.68
"[I-].CN(C)C1=CC=C(\C=C\C=C\C2=[N+](C)C=CC=C2)C=C1 |c:11,14,16,19,t:3,5|",19.44,39.0
N#Cc1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)cc1C#N,65.2,81.22
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O,38.45,46.17
N#Cc1ccc(-c2ccc(/C=C3\SC(=O)N(CC(=O)Nc4ccc(N5CCOCC5)cc4)C3=O)o2)cc1,53.09,63.84
CC[n+]1c(/C=C/C=C/c2ccc(N(C)C)cc2)ccc2cc(N(C)C)ccc21,17.93,29.52
CCN(CC)c1ccc(/C=C/c2cc(-c3ccccc3)[s+]c(-c3ccccc3)c2)cc1,45.44,66.66
CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc([N+](=O)[O-])ccc32)cc1,21.87,27.38
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,31.92,39.98
CN1C(=CC=CC=C2C(=O)NC(=S)NC2=O)Sc2ccccc21,66.92,70.09
COC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,17.18,22.35
CC(=O)N(/C=C/C=C/C=C1\SC(=S)N(Cc2ccccc2)C1=O)c1ccccc1,18.15,22.88
CO[C@@H]1[C@H](OC(=O)C=CC=CC=CC=CC(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,68.65,76.07
CCCN(CCC)c1ccc(C(NC(C)C)=c2ccc(=C(C#N)C#N)cc2)cc1,14.39,19.34
C1=C/C2=C(\c3ccccc3)c3ccc4n3[Ni]n3/c(cc/c3=C(\c3ccccc3)C3=N/C(=C\4c4ccccc4)C=C3)=C(/c3ccccc3)C1=N2,56.2,81.77
C1=C/C2=C(\c3cccnc3)c3ccc4n3[Cu]n3/c(cc/c3=C(\c3cccnc3)C3=N/C(=C\4c4cccnc4)C=C3)=C(/c3cccnc3)C1=N2,53.45,74.54
CN1C(=CC=CC=CC2=[N+](C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,16.41,15.02
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC(O)C1,29.75,42.2
CC(C=CC12OC1(C)CCCC2(C)C)=CC=CC(C)=CC(=O)O,43.34,54.26
CC(=O)N(/C=C/C=C/C=C1/OC(=S)N(C)C1=O)c1ccc(C)cc1,30.03,41.92
CC[n+]1c(/C=C/C=C2/C=C(C=CN(C)c3ccccc3)CC(C)(C)C2)sc2ccccc21,16.78,23.24
O=C1c2ccccc2C(=O)c2c(NC3CCCCC3)ccc(NC3CCCCC3)c21,21.49,37.49
O=C(C1=CC=CC=C21)C3=C(C2=O)C(NC4CCCCC4)=CC=C3NC5CCCCC5,21.49,37.49
"CC(C)(C)C1=CC(=CC(=C1)C1=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=N\C(\C=C2)=C(/C2=CC=C\1N2)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)C(C)(C)C |c:6,8,15,17,22,24,29,31,42,44,57,59,72,74,t:4,11,19,26,33,35,40,55,70|",66.79,95.81
CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,18.98,27.54
CCN1C(=O)/C(=C\C=C\C=C\Nc2ccccc2)SC1=S,22.32,35.14
O=C(N/N=C/C=C/C=C/C=C/C=C/C=C/c1ccco1)c1cccc(O)c1,42.81,63.26
CCN(CC)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,34.44,43.44
CN(C)c1ccc(/C=C/C=C(\C#N)c2cccc([N+](=O)[O-])c2)cc1,20.69,25.12
CC1CCC(=CC=Cc2ccccc2[N+](=O)[O-])C(=O)C1=CC=Cc1ccccc1[N+](=O)[O-],31.22,40.85
CN1C(=O)/C(=C\C=C\c2ccc(N(C)C)cc2)SC1=S,21.87,35.86
CC(=O)N(/C=C/C=C/C=C1/SC(=S)N(CCc2ccccc2)C1=O)c1ccccc1,15.39,17.62
CCCCCCCCN1C=CC(=CC=Cc2sc3ccccc3[n+]2C)c2ccccc21,18.09,24.63
CN(C)c1ccc(/C=C/C=C(/C#N)c2cccc([N+](=O)[O-])c2)cc1,20.45,24.83
[C][C]N([C][C])c1ccc([C]=C2[C][C]C(=C3[C][C][C][C]3)C2=O)cc1,40.53,52.97
CN(C)c1ccc(/C=C/c2cc(C(C)(C)C)c3ccccc3[s+]2)cc1,31.84,48.96
[C][N+]1=C([C]=[C][C]=C2c3ccccc3Oc3ccccc32)C([C])([C])c2ccccc21,43.87,58.87
CN1/C(=C/C=C/C2=[N+](C)C(C)(C)Cc3ccccc32)c2ccccc2CC1(C)C,13.38,17.6
C1=C/C2=C(\c3ccccc3)c3ccc4n3[Co]n3/c(cc/c3=C(\c3ccccc3)C3=N/C(=C\4c4ccccc4)C=C3)=C(/c3ccccc3)C1=N2,56.14,81.45
CCN(CC)c1ccc2nc3c(cc(N)c4ccccc43)[o+]c2c1,18.77,37.31
CC(=O)N(/C=C/C=C/C=C1/SC(=S)NC1=O)c1ccccc1,52.34,62.88
COc1ccc(N2C(=O)/C(=C/C=C/c3ccc(N(C)C)cc3)SC2=S)cc1,23.17,30.1
CCN(CC)c1ccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,31.59,39.13
CN1C=CC=C/C1=C\C=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,32.65,49.24
COc1cccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)c1,46.84,64.25
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1,16.63,22.95
C/C(=C\c1ccc(N(C)C)cc1)c1cc(-c2ccccc2)[s+]c(-c2ccccc2)c1,44.63,64.49
COc1ccc(N/C=C/C=C/C=C2\SC(=S)N(c3ccccc3)C2=O)cc1,22.04,31.78
[C]N([C])c1ccc(/[C]=[C]/[C]=C2C(=O)[N]C(=S)[N]C2=O)cc1,45.27,44.43
CCN(CC)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,33.12,41.52
CCN(CC)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,9.77,17.01
Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,59.58,93.51
NC(N)=NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1,56.19,64.84
COc1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)c1,48.62,66.62
CN1C(=O)/C(=C/C=C/C=C/Nc2ccccc2)SC1=S,29.56,45.7
CNc1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,10.02,23.7
"[Na+].[Na+].OS(=O)(=O)c1ccc(Nc2ccc(cc2)C(=C2C=CC(C=C2)=Nc2ccc(cc2)S([O-])(=O)=O)c2ccc(Nc3ccc(cc3)S([O-])(=O)=O)cc2)cc1 |c:18,21|",56.68,77.05
CC(=C/C=C1\C=CN(c2ccccc2)c2ccccc21)/C=C/c1cc[n+](-c2ccccc2)c2ccccc12,38.71,59.39
CCN(CC)c1ccc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)cc1,31.13,42.1
Cc1ccc(C(=O)c2c(/C=C\c3ccc(N(C)C)cc3)oc3cc(C#N)c(C#N)cc23)cc1,45.05,62.47
C1=C/C2=C(\c3ccccc3)c3ccc4n3[Zn]n3/c(cc/c3=C(\c3ccccc3)C3=N/C(=C\4c4ccccc4)C=C3)=C(/c3ccccc3)C1=N2,56.56,82.26
CN(C)c1ccc(/C=C/C=C2\SC(=S)N(c3ccc([N+](=O)[O-])cc3)C2=O)cc1,33.12,40.47
CN(C)c1ccc(N=Nc2ccc3nc4ccc(N)cc4[n+](-c4ccccc4)c3c2)cc1,28.71,54.96
CC(=O)N(/C=C/C=C/C=C1/OC(=S)N(C)C1=O)c1ccccc1,32.74,44.72
Cl[Mn]1n2c3ccc2/C(c2ccccc2)=C2/C=CC(=N2)/C(c2ccccc2)=c2/cc/c(n21)=C(\c1ccccc1)C1=N/C(=C\3c2ccccc2)C=C1,57.65,83.26
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1=O,51.33,61.1
CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,26.24,45.73
C(/C=C/C=C/N1CCCc2ccccc21)=[N+]1\CCCc2ccccc21,14.85,26.79
O=[N+]([O-])c1ccc(C=C2CCC(C=NN=Cc3ccc(-c4ccc(SC(F)F)cc4)o3)=C2N2CCOCC2)cc1,43.94,57.2
CC(C=Cc1cc[n+](-c2ccccc2)c2ccccc12)=CC=C1C=CN(c2ccccc2)c2ccccc21,34.12,53.14
CN1C=C/C(=C/C=C(/C=C/c2cc[n+](C)c3ccccc23)c2ccccc2)c2ccccc21,36.25,54.04
CN(C)c1ccc(/C=C/C=C2\SC(=S)N(c3cccc(F)c3)C2=O)cc1,25.0,34.23
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1.[Na+].[Na+].[Na+],57.61,68.23
C1=C/C2=C(\c3cccnc3)c3ccc4n3[Zn]n3/c(cc/c3=C(\c3cccnc3)C3=N/C(=C\4c4cccnc4)C=C3)=C(/c3cccnc3)C1=N2,53.59,75.18
[H][C@]12[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)CCCCCNC4=C(C=CC5=[N+](CCCCS(=O)(=O)[O-])c6ccc7ccccc7c6C5(C)C)CCCC4=CC=C4N(CCCCS(=O)(=O)[O-])c5ccc6ccccc6c5C4(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@@]1([H])OC[C@@]21OC(C)=O)C3(C)C.[Na+],66.65,95.19
CCN(CC)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2C#N)cc1,24.77,34.31
N#CC1=C(/C=C/C2=CC=C(N(CC)CC)C=C2)C=CC([N+]([O-])=O)=C1,24.77,34.31
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,9.39,18.7
CN1/C(=C/C=C2\CC/C(=C\Nc3ccc([N+](=O)[O-])cc3)C2=O)C(C)(C)c2ccccc21,23.84,29.29
CN1c2ccc([N+](=O)[O-])cc2N=C(c2ccc(C(=O)O)cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C,52.86,68.11
CN(C)c1ccc(/C=C/C=C2/SC(=S)N(C3CCCCC3)C2=O)cc1,12.49,19.1
CN1/C(=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2ccc3ccccc3c21,21.31,31.06
CCCCCCCCCCCCCCCCCCN1C(=CC=CC=CC=CC2=[N+](CCCCCCCCCCCCCCCCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,47.42,66.67
CC(C)(C)C1=CC(=CC=Cc2cc(C(C)(C)C)c3ccccc3[s+]2)Sc2ccccc21,39.4,58.25
CN(C)c1ccc(/C=C/C=C2\SC(=S)N(c3cccc([N+](=O)[O-])c3)C2=O)cc1,31.44,38.22
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,22.17,30.46
"[Na+].[Na+].CCN(Cc1cccc(c1)S([O-])(=O)=O)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](CC)Cc1cccc(c1)S([O-])(=O)=O)c1ccccc1S([O-])(=O)=O |c:24,27|",31.15,37.57
CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,26.7,35.34
N#Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1C#N,66.95,82.87
CN1C(=CC2=CC(=Cc3sc4ccccc4[n+]3C)CCC2)Sc2ccccc21,18.63,28.27
CCCCN1C(=O)/C(=C\C=C\C=C\N(C(C)=O)c2ccccc2)SC1=S,15.19,18.89
CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,34.03,44.32
CCCCN(CCCC)c1ccc(C(NC(C)C)=c2ccc(=C(C#N)C#N)cc2)cc1,14.41,19.86
CN(C)c1ccc(/C=C/c2c3sc(-c4ccccc4)c([O-])[n+]3c3ccccc3[n+]2C)cc1,33.08,48.15
CN(C)c1ccc(/N=N/c2cccc([N+](=O)[O-])c2)cc1,31.29,47.97
[C]c1cc2nc3ccc(=[N+]([C])[C])cc-3sc2cc1[N],33.1,47.9
O=C1C(Cl)=C(Cl)C(=O)C(c2cnc(N3CCCC3)s2)=C1Cl,40.08,50.43
CN(C)c1ccc(/C=C\C=C\c2cc[n+](CCCS(=O)(=O)[O-])cc2)cc1,23.49,35.35
CN(C)c1ccc(/C=C/C=C/c2cccc[n+]2C)cc1,16.44,37.02
CCN(CC)c1ccc(N2C(=O)/C(=C\C=C\c3ccco3)SC2=S)cc1,15.45,18.88
CCCN(CCC)c1ccc(C(NCCO)=c2ccc(=C(C#N)C#N)cc2)cc1,15.55,21.96
CN(C)c1ncc(C2=C(Cl)C(=O)C(Cl)=C(Cl)C2=O)s1,38.61,43.82
CN(C)c1ccc(/C=C2\CCc3c2cc(-c2ccccc2)[o+]c3-c2ccccc2)cc1,47.71,69.93
N#CCCNc1ccc(/N=N/c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,44.85,65.06
COC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)OC,22.61,24.66
COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1c(C)[nH]c3ccccc13)=[N+]2C,21.49,21.99
CCCC[N+]1=C(C=Cc2ccc(N(C)C)cc2)c2cccc3c(Cl)ccc1c23,28.02,40.67
CN(C)c1ccc(/C=C/C(=C(C#N)C#N)C2CC2)cc1,14.79,19.31
CN(C)c1ccc(/C=C/c2cc(-c3ccc([N+](=O)[O-])cc3)nc3ccc4ccccc4c23)cc1,41.76,61.06
COc1ccc(/C=C2\CCCc3c2[o+]c2c(c3-c3ccc(OC)cc3)CCC/C2=C\c2ccc(OC)cc2)cc1,60.85,85.8
CCN(c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1)C(C)C,20.15,31.55
CC(C)N(CC)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,20.15,31.55
CC[n+]1c(C=CC=C2C=C(C=CN(C)c3ccccc3)CC(C)(C)C2)sc2ccccc21,15.59,21.13
CCN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2CC)CCCO)Sc2ccccc21,20.54,25.77
C[n+]1c(C=CC=C2C=CN(CCO)c3ccccc32)sc2ccccc21,18.97,28.93
CN(C)c1ccc(C=CC2=[N+](C)c3ccc([N+](=O)[O-])cc3C2(C)C)cc1,15.47,15.79
CCN1CCS/C1=C\C=C\C1=[N+](CC)CCS1,12.95,32.53
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,52.85,71.0
CC(/C=C/C=C(\C)C(=O)OCCc1ccc(F)cc1)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)OCCc1ccc(F)cc1,31.1,38.93
CN(C)c1ccc(N2C(=O)C(=Cc3ccc(-c4cc(Cl)ccc4Cl)o3)C=C2c2ccccc2)cc1,46.63,66.53
CN(C)c1ccc(-c2cc[n+]3c([O-])c(-c4ccc(N(C)C)cc4)sc3n2)cc1,23.78,36.19
O=[V]1n2c3ccc2/C(c2ccccc2)=C2/C=CC(=N2)/C(c2ccccc2)=c2/cc/c(n21)=C(\c1ccccc1)C1=N/C(=C\3c2ccccc2)C=C1,57.81,83.1
CC(C=CC=C(C=CC1=C(C)CCCC1(C)C)c1ccc(C)cc1)=CC(=O)O,33.69,43.58
CN(C)c1ccc(/C=C2\CCC/C(=C\c3cccs3)C2=O)cc1,18.16,26.97
C=CC1=C(C)C2=N/C1=C\c1c(C)c(C=C)c3n1[Fe]n1/c(c(C)c(CCC(=O)O)/c1=C/C1=N/C(=C\3)C(C)=C1CCC(=O)O)=C\2,69.58,84.92
O=C1C(Cl)=C(Cl)C(=O)C(c2cnc(N3CCCCC3)s2)=C1Cl,35.88,45.53
CN(C)c1ccc(/C=C/C=C2\SC(=O)N(CCc3ccccc3)C2=O)cc1,16.33,18.28
[C][N+]1=C([C]=[C][C]=C2c3ccccc3Sc3ccccc32)C([C])([C])c2ccccc21,42.91,57.07
CN(C)c1ccc(-c2cnc(-c3ccc4c(c3)C(=O)OC4=O)s2)cc1,36.86,48.94
O=[N+]([O-])c1ccc(/N=N/c2ccc(Nc3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,48.69,72.99
O=[N+]([O-])C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)NC3=CC=C(/N=N/C4=CC=C([N+]([O-])=O)C=C4)C=C3,48.69,72.99
[C][C][C][C]N1[C][C][C]c2cc([C]=[C]C3=C([C])C(=C(C#N)C#N)c4ccccc43)ccc21,44.37,57.6
O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,55.09,75.55
O=C1/C(=C/C=C/C=C/Nc2ccccc2)SC(=S)N1C1CCCCC1,17.3,27.85
O=C1/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,56.3,77.64
O=C1C(=Cc2cccc([N+](=O)[O-])c2)CCCC1=Cc1ccco1,27.44,38.54
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=O)C(C)(C)CCC1,23.81,30.79
O=[N+]([O-])c1ccc(C=C2CCC(C=NN=Cc3cccc(Br)c3)=C2N2CCOCC2)cc1,45.29,57.48
CCCCN(CCCC)c1ccc2nc3ccc(N(CCCC)CCCC)cc3[s+]c2c1,15.56,23.56
O=C1/C(=C/C=C/C=C/c2sc3cccc[n+]3c2[O-])Sc2cccc[n+]21,34.81,49.18
CN(C)c1ccc2nc3c(ccc4ccccc43)[o+]c2c1,13.32,28.8
CN1C(=CC=CC=C2C(=O)NC(=O)NC2=O)Sc2ccccc21,71.85,70.15
O=C1c2ccccc2C(=O)c2c1cc(NC1CCCCC1)c1nonc21,34.22,51.03
Nc1ccc2c3ccccc3c3nc4ccccc4nc3c2c1,22.38,50.22
O=C1/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,53.94,72.51
C[n+]1ccccc1C(=O)C=CC=C(Cl)Cl,21.17,20.06
CN(C)c1ccc(-c2cc(-c3ccc(N=Cc4ccc([N+](=O)[O-])cc4)cc3)c3c(ccc4ccccc43)n2)cc1,45.49,66.82
COc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(OC)cc3)=c3/cc/c4n3[Cu]n3c2ccc3/C(c2ccc(OC)cc2)=C2/C=CC(=N2)/C=4c2ccc(OC)cc2)cc1,60.57,86.11
CN(C)c1ccc(/C=C/c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,44.66,67.1
CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-],26.21,26.73
O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,56.37,77.71
CC1CCCC(O)C2C(=O)CC(O)C3OC(C=CC=CC=CC(=O)O)=C(C(=O)O1)C32,82.5,85.43
Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)[O-])c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)[O-])c1.[Na+].[Na+],51.29,64.95
O=C1C(Cl)=C(Cl)C(=O)C(c2cnc(N3CCOCC3)s2)=C1Cl,51.93,57.97
CC(=O)N(/C=C/C=C/C=C1/SC(=S)N(c2ccccc2)C1=O)c1ccccc1,22.89,30.97
CCN1C(=O)/C(=C/c2ccc(-c3ccc(C#N)cc3)o2)SC1=Nc1ccc(N2CCOCC2)cc1,35.52,46.21
Br[Co]1n2c3ccc2/C(c2ccccc2)=C2/C=CC(=N2)/C(c2ccccc2)=c2/cc/c(n21)=C(\c1ccccc1)C1=N/C(=C\3c2ccccc2)C=C1,57.86,83.09
CC[n+]1c(C=CC=Cc2ccc(N(C)C)cc2)sc2ccccc21,14.57,23.12
COc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,49.92,68.55
CN(C)c1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,46.66,66.57
CCN1C(=O)/C(=C/C=C/C=C\N(C(C)=O)c2ccccc2)OC1=S,27.09,37.4
C1=C/C2=C(\c3ccccc3)c3ccc4n3[Co+]n3/c(cc/c3=C(\c3ccccc3)C3=N/C(=C\4c4ccccc4)C=C3)=C(/c3ccccc3)C1=N2,56.78,82.54
CN(C)c1ccc(C=C2CCc3c2cc(-c2ccccc2)[o+]c3-c2ccccc2)cc1,39.51,59.5
"N#CC1=CC(C=C1C#N)=C1C=CC=CC=C1 |c:5,11,13,15,t:2|",48.86,67.86
O=C1/C(=C\C=C\C=C\Nc2ccccc2)SC(=S)N1Cc1ccccc1,16.0,23.28
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,30.51,41.89
CC[n+]1c(/C=C/C=C2/C=C(C=CN(C(C)=O)c3ccccc3)CC(C)(C)C2)sc2ccccc21,18.67,23.79
[C]N(c1ccc([C]=C(C#N)C#N)cc1)c1ccc([C]=C(C#N)C#N)cc1,25.37,32.33
COC(=O)/C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C(=O)CCC1(C)C,20.66,26.41
C=CCN1C(=O)/C(=C\C=C\c2ccc(N(C)C)cc2)SC1=S,17.4,26.23
COc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(OC)cc3)=c3/cc/c4n3[Co]n3c2ccc3/C(c2ccc(OC)cc2)=C2/C=CC(=N2)/C=4c2ccc(OC)cc2)cc1,60.52,86.0
Cc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,48.68,67.8
[C]N([C])c1ccc(/[C]=C2\[C][C][C]C(=C3S[C][C]S3)C2=O)cc1,38.41,50.57
CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2[O-])cc1,20.93,35.55
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C)NC=O,20.67,22.08
